id,name,position,salary,age,department,education_level,years_at_company,work_life_balance,job_satisfaction,performance_rating,left_company
2397,Employee_2397,Analyst,138112,36,Finance,Bachelors,15,5,4,1,0
2398,Employee_2398,Engineer,113414,22,HR,High School,13,3,2,5,0
2399,Employee_2399,Sales,133145,37,Finance,Masters,5,5,4,1,0
2400,Employee_2400,Engineer,89222,30,IT,High School,10,3,2,5,0
2401,Employee_2401,HR,88115,27,Marketing,Bachelors,26,1,2,3,0
2402,Employee_2402,HR,129606,62,HR,High School,37,3,4,1,1
2403,Employee_2403,Analyst,80647,29,IT,Bachelors,4,5,3,2,0
2404,Employee_2404,Analyst,94607,37,HR,PhD,14,5,5,2,0
2405,Employee_2405,Analyst,97410,29,HR,High School,37,5,2,5,0
2406,Employee_2406,HR,61996,29,HR,PhD,15,2,3,3,0
2407,Employee_2407,Engineer,94921,57,R&D,High School,17,2,2,5,0
2408,Employee_2408,Engineer,123697,44,Marketing,Bachelors,32,2,3,4,0
2409,Employee_2409,Analyst,86022,59,Finance,PhD,34,4,4,4,0
2410,Employee_2410,Sales,80148,31,R&D,High School,23,3,5,4,0
2411,Employee_2411,Engineer,107764,28,Marketing,Bachelors,34,2,3,2,1
2412,Employee_2412,HR,131901,45,Finance,High School,6,5,1,4,0
2413,Employee_2413,Manager,130724,22,R&D,PhD,13,5,2,1,0
2414,Employee_2414,Manager,148118,30,R&D,High School,29,2,3,4,0
2415,Employee_2415,Manager,48888,44,IT,High School,23,2,5,2,0
2416,Employee_2416,Sales,128666,36,R&D,PhD,14,5,5,1,0
2417,Employee_2417,Analyst,79159,39,HR,Bachelors,12,2,5,3,0
2418,Employee_2418,HR,82197,51,R&D,High School,18,4,3,5,0
2419,Employee_2419,Sales,124326,31,HR,High School,28,4,3,5,0
2420,Employee_2420,HR,130360,26,Marketing,Masters,21,4,4,1,1
2421,Employee_2421,HR,138941,26,Marketing,Masters,1,1,1,1,0
2422,Employee_2422,Analyst,64474,52,HR,Bachelors,38,4,3,5,0
2423,Employee_2423,Manager,57333,59,IT,PhD,12,5,4,5,0
2424,Employee_2424,Analyst,148400,33,IT,Bachelors,35,1,2,1,0
2425,Employee_2425,Sales,76355,23,Marketing,Bachelors,37,5,1,5,0
2426,Employee_2426,Sales,139415,61,R&D,Bachelors,17,5,5,3,0
2427,Employee_2427,Sales,113903,55,Marketing,High School,14,2,1,4,0
2428,Employee_2428,Analyst,106258,58,Marketing,High School,34,3,2,4,0
2429,Employee_2429,HR,71145,37,HR,Bachelors,16,4,3,3,0
2430,Employee_2430,HR,143170,23,IT,Bachelors,12,3,3,4,1
2431,Employee_2431,Engineer,115675,54,HR,Masters,21,3,4,4,0
2432,Employee_2432,Sales,89854,32,Marketing,PhD,39,2,3,4,1
2433,Employee_2433,HR,107664,44,Finance,Bachelors,20,3,3,2,0
2434,Employee_2434,Engineer,147422,26,R&D,Masters,25,4,1,3,0
2435,Employee_2435,HR,126153,62,Marketing,Bachelors,3,1,2,5,0
2436,Employee_2436,Sales,133616,31,HR,PhD,6,5,5,1,0
2437,Employee_2437,Manager,75285,47,Finance,Bachelors,9,4,5,3,0
2438,Employee_2438,Sales,57533,44,Finance,PhD,14,2,4,3,1
2439,Employee_2439,Analyst,72624,38,Marketing,High School,25,1,2,2,0
2440,Employee_2440,HR,86996,47,IT,PhD,15,2,1,2,0
2441,Employee_2441,HR,86947,61,Finance,Bachelors,39,4,5,4,0
2442,Employee_2442,Analyst,67956,41,R&D,Masters,33,5,4,2,0
2443,Employee_2443,Analyst,91030,54,HR,High School,16,3,3,5,0
2444,Employee_2444,Manager,98597,53,HR,Masters,37,3,3,5,0
2445,Employee_2445,HR,82443,38,HR,Bachelors,15,2,1,4,0
2446,Employee_2446,HR,138613,23,Marketing,High School,33,1,5,2,1
2447,Employee_2447,Manager,105464,44,HR,Masters,28,5,3,4,0
2448,Employee_2448,Engineer,43952,21,HR,Bachelors,17,2,4,1,1
2449,Employee_2449,Manager,96880,26,R&D,Masters,10,5,4,2,0
2450,Employee_2450,Sales,92201,39,IT,PhD,11,2,5,2,0
2451,Employee_2451,HR,82460,42,Marketing,PhD,36,1,1,2,1
2452,Employee_2452,Analyst,62796,63,Marketing,Bachelors,1,4,4,2,0
2453,Employee_2453,Sales,71746,28,HR,Masters,17,3,2,5,0
2454,Employee_2454,HR,126785,25,R&D,Bachelors,37,5,4,4,0
2455,Employee_2455,Manager,40015,29,Finance,Masters,32,5,1,5,1
2456,Employee_2456,Sales,89757,41,HR,High School,8,1,4,4,0
2457,Employee_2457,HR,65957,48,HR,Bachelors,14,5,3,1,0
2458,Employee_2458,Engineer,121541,24,Marketing,Bachelors,27,4,1,2,1
2459,Employee_2459,Engineer,61292,44,Marketing,Masters,7,4,3,3,0
2460,Employee_2460,Analyst,71876,28,HR,Bachelors,35,1,3,5,0
2461,Employee_2461,HR,100727,37,Marketing,High School,38,2,5,3,0
2462,Employee_2462,Engineer,87046,54,R&D,Masters,7,2,1,1,0
2463,Employee_2463,Manager,54817,40,Finance,Masters,18,5,3,3,0
2464,Employee_2464,HR,131006,36,Finance,Masters,3,5,5,1,0
2465,Employee_2465,Manager,49759,30,Finance,High School,26,1,5,5,1
2466,Employee_2466,Manager,88432,54,HR,High School,12,4,3,1,0
2467,Employee_2467,Engineer,46412,63,HR,Bachelors,37,1,3,5,0
2468,Employee_2468,HR,97757,30,HR,Masters,20,2,2,5,0
2469,Employee_2469,Sales,60504,50,R&D,High School,25,4,1,3,1
2470,Employee_2470,Engineer,148500,50,Finance,PhD,22,5,5,4,0
2471,Employee_2471,Engineer,48507,45,Marketing,Bachelors,29,2,1,4,0
2472,Employee_2472,HR,61050,63,Marketing,High School,30,3,5,4,0
2473,Employee_2473,HR,44820,61,IT,High School,30,2,4,2,0
2474,Employee_2474,Manager,47835,27,IT,High School,15,4,4,3,0
2475,Employee_2475,HR,133167,40,Marketing,Bachelors,6,4,5,1,0
2476,Employee_2476,Manager,140153,37,Finance,High School,16,1,2,4,0
2477,Employee_2477,Engineer,53587,23,HR,High School,23,4,4,3,0
2478,Employee_2478,Analyst,140257,60,Marketing,PhD,19,3,1,2,0
2479,Employee_2479,Sales,97732,56,Marketing,PhD,38,3,3,3,0
2480,Employee_2480,Engineer,91921,46,IT,PhD,26,4,1,1,0
2481,Employee_2481,HR,85499,30,Finance,High School,1,5,1,4,0
2482,Employee_2482,Sales,46840,54,Marketing,PhD,0,4,1,1,0
2483,Employee_2483,Analyst,143370,34,HR,Masters,33,5,5,2,0
2484,Employee_2484,Analyst,105077,28,HR,PhD,26,4,5,1,0
2485,Employee_2485,Manager,71440,47,R&D,PhD,36,2,1,2,0
2486,Employee_2486,Sales,75183,30,HR,High School,5,4,3,1,0
2487,Employee_2487,Manager,136172,35,Marketing,Masters,37,2,2,2,0
2488,Employee_2488,Engineer,42389,57,Marketing,PhD,26,5,2,3,1
2489,Employee_2489,Sales,95076,42,HR,High School,15,4,4,3,0
2490,Employee_2490,Engineer,106299,51,IT,Masters,34,5,4,3,0
2491,Employee_2491,Manager,129461,22,Finance,PhD,26,3,3,3,0
2492,Employee_2492,Sales,132085,51,Marketing,High School,34,1,1,1,0
2493,Employee_2493,Manager,79023,34,HR,Masters,35,5,5,5,0
2494,Employee_2494,Sales,90029,30,HR,PhD,37,2,4,2,0
2495,Employee_2495,Manager,79941,50,Marketing,Masters,27,1,1,2,0
2496,Employee_2496,Analyst,128993,56,R&D,Masters,2,4,2,5,1
2497,Employee_2497,Manager,93950,60,Finance,High School,30,2,3,2,0
2498,Employee_2498,Analyst,126959,35,Marketing,Bachelors,2,1,5,2,0
2499,Employee_2499,Manager,116054,34,HR,Masters,37,1,5,3,0
2500,Employee_2500,Sales,105363,51,R&D,Masters,23,5,4,2,0
2501,Employee_2501,Sales,148556,49,Marketing,Masters,25,4,1,2,0
2502,Employee_2502,Sales,101742,47,Finance,Masters,27,4,5,4,0
2503,Employee_2503,HR,137896,41,R&D,Masters,8,4,2,2,0
2504,Employee_2504,Engineer,85215,29,HR,Bachelors,36,5,2,5,0
2505,Employee_2505,Sales,87857,40,IT,High School,26,5,3,2,0
2506,Employee_2506,Analyst,95476,55,Finance,Bachelors,2,4,3,5,0
2507,Employee_2507,Sales,68173,35,R&D,High School,27,1,2,2,0
2508,Employee_2508,HR,49395,44,Marketing,Bachelors,31,4,2,5,1
2509,Employee_2509,Analyst,99768,36,Marketing,High School,34,5,1,2,0
2510,Employee_2510,HR,124743,56,R&D,PhD,6,4,5,2,0
2511,Employee_2511,Analyst,143591,31,Marketing,Masters,6,5,1,4,0
2512,Employee_2512,Manager,86229,28,R&D,High School,20,4,3,4,0
2513,Employee_2513,Engineer,66639,23,Finance,High School,31,1,3,2,0
2514,Employee_2514,Engineer,102583,39,Marketing,Masters,37,1,3,4,0
2515,Employee_2515,HR,68924,61,Finance,PhD,19,5,5,1,0
2516,Employee_2516,Engineer,112969,23,HR,Masters,7,5,4,1,0
2517,Employee_2517,HR,70104,56,HR,High School,3,2,3,3,0
2518,Employee_2518,HR,149588,45,HR,High School,25,3,3,3,0
2519,Employee_2519,HR,77594,56,HR,Masters,14,2,1,1,0
2520,Employee_2520,Engineer,43664,31,Marketing,Bachelors,5,5,1,3,0
2521,Employee_2521,HR,50528,36,R&D,Masters,31,5,4,2,0
2522,Employee_2522,Engineer,68190,37,Marketing,High School,4,4,4,2,0
2523,Employee_2523,HR,106033,62,Marketing,High School,5,2,4,3,1
2524,Employee_2524,Sales,101161,44,Finance,High School,2,3,4,1,0
2525,Employee_2525,HR,113177,37,R&D,PhD,28,2,1,5,0
2526,Employee_2526,Analyst,110179,40,IT,Masters,18,1,3,2,0
2527,Employee_2527,HR,110592,42,IT,PhD,9,1,1,4,0
2528,Employee_2528,Manager,72899,26,R&D,Masters,6,2,2,5,0
2529,Employee_2529,HR,110979,27,IT,PhD,0,2,2,4,0
2530,Employee_2530,Analyst,57241,34,R&D,Bachelors,0,5,3,2,0
2531,Employee_2531,Analyst,86211,31,Finance,High School,16,4,4,3,0
2532,Employee_2532,Engineer,103472,32,Finance,High School,21,1,3,4,0
2533,Employee_2533,Sales,114248,25,Marketing,Masters,35,3,2,1,0
2534,Employee_2534,HR,113757,25,IT,High School,13,4,3,4,1
2535,Employee_2535,Engineer,71346,40,R&D,PhD,5,2,4,1,1
2536,Employee_2536,Sales,121196,35,Finance,Bachelors,29,1,1,5,0
2537,Employee_2537,HR,144451,46,Marketing,PhD,32,2,4,5,0
2538,Employee_2538,Manager,117124,53,IT,PhD,19,1,1,3,0
2539,Employee_2539,HR,142908,50,IT,Masters,15,3,2,1,0
2540,Employee_2540,Analyst,82220,44,IT,High School,3,4,5,3,0
2541,Employee_2541,Analyst,57942,43,Finance,PhD,33,3,3,4,0
2542,Employee_2542,Manager,89167,29,Finance,Masters,0,3,5,3,0
2543,Employee_2543,Engineer,76373,23,IT,PhD,12,4,4,4,0
2544,Employee_2544,Sales,107143,56,Finance,PhD,7,4,1,5,0
2545,Employee_2545,HR,42016,27,IT,PhD,21,3,4,3,1
2546,Employee_2546,Analyst,109110,42,HR,Masters,3,2,4,5,0
2547,Employee_2547,Engineer,86309,34,Finance,Bachelors,33,4,2,4,1
2548,Employee_2548,Manager,47274,49,R&D,PhD,36,3,4,1,0
2549,Employee_2549,Analyst,148239,36,Finance,PhD,22,3,3,2,0
2550,Employee_2550,Manager,55748,54,IT,Masters,19,3,2,4,0
2551,Employee_2551,HR,60175,30,R&D,High School,23,2,5,4,0
2552,Employee_2552,Sales,144710,27,Marketing,Bachelors,26,5,4,2,0
2553,Employee_2553,Analyst,51826,45,R&D,Masters,12,5,5,2,0
2554,Employee_2554,Analyst,123008,47,R&D,High School,4,4,3,5,1
2555,Employee_2555,HR,74129,35,Finance,Masters,15,5,3,4,0
2556,Employee_2556,Engineer,110009,52,R&D,Masters,37,1,3,4,0
2557,Employee_2557,Sales,63490,48,R&D,Bachelors,28,4,5,3,0
2558,Employee_2558,Analyst,145623,29,IT,Bachelors,25,4,5,2,0
2559,Employee_2559,Sales,81435,27,Finance,Bachelors,21,3,1,1,0
2560,Employee_2560,Analyst,115017,36,IT,Bachelors,23,1,2,4,1
2561,Employee_2561,Sales,48520,46,Finance,High School,12,5,4,3,0
2562,Employee_2562,Manager,131951,55,Marketing,PhD,20,4,2,1,0
2563,Employee_2563,Analyst,123106,37,R&D,Masters,0,1,3,5,0
2564,Employee_2564,Sales,101877,43,Finance,Bachelors,3,2,4,3,0
2565,Employee_2565,Engineer,59798,28,R&D,PhD,2,2,1,1,0
2566,Employee_2566,Manager,94638,22,R&D,High School,22,3,2,4,1
2567,Employee_2567,Manager,109072,51,HR,Bachelors,15,1,3,3,0
2568,Employee_2568,Engineer,107309,52,IT,Masters,12,4,4,2,0
2569,Employee_2569,Sales,69894,49,Finance,PhD,38,2,4,1,0
2570,Employee_2570,HR,102963,23,Marketing,Bachelors,30,2,3,4,0
2571,Employee_2571,Engineer,148559,28,HR,Masters,23,5,5,3,0
2572,Employee_2572,Sales,94567,22,IT,PhD,14,5,2,1,0
2573,Employee_2573,Engineer,75326,51,Marketing,Masters,4,1,4,5,1
2574,Employee_2574,Engineer,95059,57,Marketing,High School,21,5,5,5,1
2575,Employee_2575,Analyst,45079,40,R&D,Bachelors,21,1,1,2,0
2576,Employee_2576,Sales,65838,49,IT,Bachelors,10,4,4,3,0
2577,Employee_2577,HR,127340,37,HR,Masters,23,4,4,3,0
2578,Employee_2578,Analyst,87109,30,Finance,PhD,9,4,1,2,0
2579,Employee_2579,Engineer,125211,61,Finance,Bachelors,33,5,1,3,0
2580,Employee_2580,Engineer,65594,42,HR,Masters,10,5,4,5,0
2581,Employee_2581,Engineer,82749,26,R&D,High School,28,3,3,5,0
2582,Employee_2582,Sales,76292,63,R&D,Bachelors,21,2,1,2,0
2583,Employee_2583,Sales,114534,54,Marketing,Masters,32,4,5,4,0
2584,Employee_2584,Analyst,119233,51,IT,PhD,7,5,1,2,0
2585,Employee_2585,HR,91818,32,Marketing,Bachelors,31,2,4,5,0
2586,Employee_2586,Analyst,53429,32,Finance,Bachelors,39,4,4,2,1
2587,Employee_2587,Manager,97748,36,HR,High School,22,4,2,5,0
2588,Employee_2588,Engineer,88807,45,IT,Masters,4,2,5,4,0
2589,Employee_2589,Engineer,47140,42,HR,PhD,30,2,2,5,0
2590,Employee_2590,Engineer,103226,47,IT,High School,28,5,1,3,0
2591,Employee_2591,Analyst,147089,44,Finance,High School,5,2,2,1,0
2592,Employee_2592,Analyst,54901,32,Finance,High School,24,2,4,4,0
2593,Employee_2593,Engineer,128815,38,IT,Masters,24,5,3,1,0
2594,Employee_2594,Analyst,68525,36,R&D,Masters,30,4,1,4,0
2595,Employee_2595,Sales,60491,24,IT,Bachelors,13,2,4,4,0
2596,Employee_2596,Sales,108816,32,Finance,Masters,16,3,1,4,0
2597,Employee_2597,Analyst,74980,53,HR,High School,15,1,2,4,0
2598,Employee_2598,Engineer,135525,42,Marketing,Masters,27,2,2,5,0
2599,Employee_2599,Analyst,48078,38,HR,PhD,8,2,1,3,0
2600,Employee_2600,Analyst,131654,53,Finance,Bachelors,1,1,1,5,0
2601,Employee_2601,Analyst,129521,47,HR,High School,3,3,2,5,0
2602,Employee_2602,Manager,88704,62,R&D,Bachelors,19,4,1,3,0
2603,Employee_2603,Sales,56997,39,R&D,Masters,35,3,2,4,0
2604,Employee_2604,HR,119810,34,IT,Bachelors,36,1,1,3,0
2605,Employee_2605,HR,40868,45,HR,Bachelors,5,2,3,1,0
2606,Employee_2606,Manager,66398,54,HR,Masters,0,4,1,3,1
2607,Employee_2607,Analyst,121578,44,Finance,Bachelors,2,3,1,5,0
2608,Employee_2608,Manager,137356,58,IT,Masters,36,3,4,4,0
2609,Employee_2609,Manager,61246,43,IT,High School,2,4,3,5,0
2610,Employee_2610,Engineer,60561,25,HR,Bachelors,32,3,2,1,1
2611,Employee_2611,Sales,56254,64,Marketing,PhD,14,1,2,4,1
2612,Employee_2612,HR,74512,56,HR,PhD,3,4,5,2,0
2613,Employee_2613,Analyst,140560,44,HR,High School,14,1,3,5,0
2614,Employee_2614,HR,129532,56,HR,Masters,6,4,3,5,0
2615,Employee_2615,HR,134154,25,R&D,Masters,3,1,1,3,0
2616,Employee_2616,Sales,117395,59,IT,Bachelors,2,2,4,4,0
2617,Employee_2617,HR,97865,26,R&D,Bachelors,22,2,2,5,0
2618,Employee_2618,HR,63580,56,Marketing,PhD,13,3,2,1,0
2619,Employee_2619,Manager,110959,24,Finance,PhD,5,4,4,4,1
2620,Employee_2620,Sales,143393,30,Marketing,Masters,32,4,4,4,1
2621,Employee_2621,Engineer,112144,21,IT,PhD,8,1,3,3,0
2622,Employee_2622,Analyst,82485,41,Finance,Masters,11,3,4,5,1
2623,Employee_2623,HR,90621,60,Marketing,High School,34,3,4,5,1
2624,Employee_2624,Analyst,90665,59,IT,High School,30,4,1,2,0
2625,Employee_2625,Engineer,110412,57,Marketing,PhD,2,2,3,2,0
2626,Employee_2626,Analyst,90603,23,Finance,Bachelors,35,4,5,4,1
2627,Employee_2627,Engineer,61038,51,Finance,PhD,12,4,5,5,0
2628,Employee_2628,Manager,133542,47,Marketing,PhD,12,5,2,3,0
2629,Employee_2629,HR,141311,37,R&D,PhD,33,1,4,5,0
2630,Employee_2630,Engineer,136346,43,Marketing,Bachelors,20,1,1,3,0
2631,Employee_2631,Analyst,54325,33,Marketing,PhD,33,5,4,2,0
2632,Employee_2632,HR,75892,47,Marketing,Bachelors,27,3,2,1,0
2633,Employee_2633,Manager,41753,40,R&D,PhD,34,1,4,5,0
2634,Employee_2634,HR,135067,33,HR,Bachelors,13,3,5,2,0
2635,Employee_2635,Engineer,57996,64,Finance,Bachelors,17,2,3,1,0
2636,Employee_2636,Manager,108811,44,IT,Bachelors,18,3,4,1,1
2637,Employee_2637,Analyst,114283,61,Finance,Bachelors,18,1,5,2,1
2638,Employee_2638,Manager,85211,23,Finance,Bachelors,32,3,5,2,1
2639,Employee_2639,Manager,102820,63,HR,High School,34,2,2,2,0
2640,Employee_2640,Sales,40824,30,Finance,Masters,19,5,3,3,0
2641,Employee_2641,Manager,53880,21,Finance,Masters,28,1,2,4,0
2642,Employee_2642,Manager,149345,33,R&D,Bachelors,7,2,1,4,0
2643,Employee_2643,HR,106617,34,R&D,Masters,24,4,3,4,0
2644,Employee_2644,Analyst,51517,53,R&D,Bachelors,16,5,1,3,0
2645,Employee_2645,HR,61683,22,R&D,PhD,0,5,3,2,0
2646,Employee_2646,HR,56876,22,R&D,High School,37,1,5,4,0
2647,Employee_2647,Engineer,143068,59,IT,PhD,29,2,1,3,0
2648,Employee_2648,HR,96354,61,HR,PhD,27,4,3,3,0
2649,Employee_2649,Sales,113802,51,Marketing,Bachelors,32,2,3,2,0
2650,Employee_2650,Sales,116719,24,R&D,PhD,12,3,1,1,0
2651,Employee_2651,Engineer,126602,54,HR,High School,23,1,3,3,1
2652,Employee_2652,Analyst,118413,39,Marketing,PhD,36,3,2,5,0
2653,Employee_2653,Analyst,49982,57,Finance,High School,21,3,2,3,0
2654,Employee_2654,HR,114504,29,Finance,High School,12,5,1,1,0
2655,Employee_2655,HR,66598,44,HR,Bachelors,39,5,5,1,0
2656,Employee_2656,HR,54639,33,IT,High School,11,3,4,5,0
2657,Employee_2657,Analyst,110210,64,IT,PhD,6,2,1,4,0
2658,Employee_2658,Manager,109852,50,HR,Bachelors,35,1,1,3,1
2659,Employee_2659,Sales,49695,39,IT,High School,28,1,1,2,1
2660,Employee_2660,Manager,88582,61,IT,High School,28,2,1,2,1
2661,Employee_2661,Manager,71094,30,Finance,Masters,25,3,2,5,0
2662,Employee_2662,Analyst,100635,62,IT,Bachelors,26,1,1,1,0
2663,Employee_2663,Manager,62187,64,IT,Masters,23,5,5,4,0
2664,Employee_2664,Engineer,146683,34,HR,High School,30,4,4,3,0
2665,Employee_2665,HR,41214,60,IT,Masters,6,5,4,3,1
2666,Employee_2666,Engineer,63940,40,R&D,PhD,16,2,5,3,0
2667,Employee_2667,Sales,84406,24,R&D,PhD,32,4,1,2,0
2668,Employee_2668,HR,131221,58,HR,High School,33,1,4,4,0
2669,Employee_2669,Manager,83481,64,R&D,Masters,17,1,2,5,0
2670,Employee_2670,Sales,55977,59,Finance,Masters,4,4,4,2,0
2671,Employee_2671,HR,84839,25,HR,Bachelors,0,1,5,1,0
2672,Employee_2672,Manager,97874,62,IT,PhD,6,4,4,4,0
2673,Employee_2673,Engineer,98414,52,R&D,PhD,33,3,5,1,0
2674,Employee_2674,HR,141440,26,Finance,Bachelors,2,2,1,3,1
2675,Employee_2675,Manager,65538,34,HR,PhD,35,5,4,2,0
2676,Employee_2676,Engineer,144922,26,HR,Masters,34,4,5,4,0
2677,Employee_2677,Sales,143569,34,IT,Masters,11,4,2,2,1
2678,Employee_2678,Sales,96241,32,Marketing,PhD,14,3,2,4,0
2679,Employee_2679,Sales,113501,47,R&D,Bachelors,3,5,3,3,0
2680,Employee_2680,Sales,115133,46,Finance,High School,32,3,4,4,1
2681,Employee_2681,Analyst,100481,32,HR,High School,15,3,1,3,0
2682,Employee_2682,HR,147012,28,R&D,High School,28,2,3,2,0
2683,Employee_2683,HR,67740,30,Finance,High School,5,1,4,2,0
2684,Employee_2684,Analyst,103328,36,Finance,Masters,36,5,2,2,1
2685,Employee_2685,Manager,112105,46,HR,High School,22,3,1,3,0
2686,Employee_2686,Manager,90643,28,R&D,Masters,12,1,2,1,0
2687,Employee_2687,Sales,143517,61,Finance,Masters,0,1,4,1,1
2688,Employee_2688,Engineer,51881,49,HR,High School,11,1,1,4,0
2689,Employee_2689,Manager,76996,40,R&D,High School,26,1,1,2,0
2690,Employee_2690,Engineer,72177,37,R&D,High School,24,2,3,1,0
2691,Employee_2691,HR,77177,39,HR,PhD,21,2,1,5,0
2692,Employee_2692,Engineer,106126,37,R&D,PhD,33,3,4,2,0
2693,Employee_2693,HR,96531,59,Marketing,Bachelors,17,1,5,5,0
2694,Employee_2694,Analyst,66119,21,Finance,Masters,15,3,5,1,0
2695,Employee_2695,Analyst,67915,49,Finance,High School,28,4,1,3,0
2696,Employee_2696,Sales,42708,34,R&D,PhD,29,2,5,5,0
2697,Employee_2697,Manager,78749,37,HR,Bachelors,29,2,4,5,0
2698,Employee_2698,Sales,84989,33,IT,Masters,19,5,3,2,0
2699,Employee_2699,HR,62106,49,R&D,Masters,21,4,2,4,0
2700,Employee_2700,Sales,57131,54,IT,Masters,33,2,2,3,1
2701,Employee_2701,Engineer,86553,47,R&D,PhD,3,1,4,2,0
2702,Employee_2702,HR,98144,53,IT,High School,30,1,3,2,0
2703,Employee_2703,Analyst,46553,49,R&D,High School,13,1,4,1,0
2704,Employee_2704,Manager,57881,57,HR,Masters,7,3,1,4,0
2705,Employee_2705,HR,41379,59,IT,Masters,36,2,3,4,0
2706,Employee_2706,HR,130791,39,Marketing,Bachelors,4,3,5,3,0
2707,Employee_2707,Engineer,145664,44,HR,Bachelors,7,2,1,3,0
2708,Employee_2708,Manager,109306,34,R&D,Masters,10,5,5,4,1
2709,Employee_2709,Analyst,59726,57,IT,Bachelors,28,3,1,5,0
2710,Employee_2710,HR,49088,25,Finance,PhD,20,2,1,5,0
2711,Employee_2711,HR,74314,44,HR,Masters,38,5,1,2,0
2712,Employee_2712,Engineer,95041,54,IT,Bachelors,12,2,1,4,0
2713,Employee_2713,Sales,144512,51,HR,Masters,18,4,3,2,1
2714,Employee_2714,Analyst,56350,50,IT,High School,2,3,3,5,0
2715,Employee_2715,Manager,147179,29,Finance,PhD,33,1,1,3,0
2716,Employee_2716,HR,139599,47,Marketing,Masters,37,5,4,4,1
2717,Employee_2717,HR,121397,48,Finance,High School,18,5,1,1,0
2718,Employee_2718,Analyst,119509,62,R&D,Masters,31,1,1,2,0
2719,Employee_2719,Sales,57769,46,HR,High School,35,5,4,4,0
2720,Employee_2720,HR,87249,38,Marketing,Bachelors,38,1,4,1,0
2721,Employee_2721,Analyst,122862,56,HR,High School,13,1,1,2,1
2722,Employee_2722,Engineer,141584,28,IT,PhD,6,2,2,5,0
2723,Employee_2723,Sales,86365,38,R&D,PhD,19,3,2,2,0
2724,Employee_2724,Manager,90185,40,R&D,Bachelors,31,4,4,3,0
2725,Employee_2725,HR,42786,52,HR,Masters,30,5,1,2,1
2726,Employee_2726,Analyst,140537,49,R&D,PhD,21,2,5,2,0
2727,Employee_2727,Engineer,41620,38,HR,Bachelors,4,4,5,4,0
2728,Employee_2728,Manager,76303,27,IT,PhD,30,4,1,4,0
2729,Employee_2729,Analyst,59589,21,IT,Bachelors,14,5,1,5,0
2730,Employee_2730,Analyst,42882,48,HR,PhD,16,5,1,3,0
2731,Employee_2731,Manager,102248,53,Finance,Bachelors,36,2,5,3,0
2732,Employee_2732,Engineer,89322,24,Finance,PhD,18,5,5,5,0
2733,Employee_2733,Engineer,64524,40,IT,Masters,9,4,4,1,0
2734,Employee_2734,Sales,49745,56,Marketing,High School,33,5,3,2,0
2735,Employee_2735,HR,142201,51,Finance,PhD,24,2,4,4,0
2736,Employee_2736,Manager,55861,58,HR,Bachelors,36,2,4,5,0
2737,Employee_2737,Manager,131707,48,IT,Masters,27,2,2,5,0
2738,Employee_2738,Manager,131735,23,R&D,PhD,14,5,4,4,1
2739,Employee_2739,Engineer,94261,26,R&D,Bachelors,19,3,4,4,0
2740,Employee_2740,HR,42837,43,Finance,High School,12,2,4,1,0
2741,Employee_2741,Sales,114135,27,Marketing,Bachelors,19,3,4,3,0
2742,Employee_2742,Analyst,121447,56,Finance,PhD,30,1,3,4,1
2743,Employee_2743,Analyst,94380,21,Marketing,Bachelors,17,2,2,5,0
2744,Employee_2744,Manager,126089,26,Finance,Bachelors,27,3,5,2,0
2745,Employee_2745,HR,145025,44,R&D,High School,3,3,1,1,0
2746,Employee_2746,Engineer,89831,57,Marketing,PhD,23,4,5,2,0
2747,Employee_2747,HR,129349,56,R&D,PhD,8,3,2,2,1
2748,Employee_2748,HR,78255,44,HR,High School,31,4,4,3,0
2749,Employee_2749,Engineer,69520,58,HR,Masters,31,3,5,2,0
2750,Employee_2750,Manager,69541,49,IT,Bachelors,38,3,4,5,0
2751,Employee_2751,HR,105772,57,R&D,Bachelors,20,1,3,5,1
2752,Employee_2752,Analyst,67350,52,R&D,Bachelors,38,3,3,4,0
2753,Employee_2753,Engineer,84397,45,IT,PhD,26,5,2,3,0
2754,Employee_2754,Sales,117085,30,HR,PhD,35,5,5,4,0
2755,Employee_2755,Manager,103865,55,HR,Bachelors,7,5,3,2,0
2756,Employee_2756,Engineer,95956,45,Marketing,PhD,18,1,2,5,0
2757,Employee_2757,Sales,67453,47,Marketing,High School,28,3,2,4,1
2758,Employee_2758,Sales,102345,52,HR,High School,18,1,2,5,1
2759,Employee_2759,HR,140727,32,Finance,PhD,4,3,5,4,0
2760,Employee_2760,HR,52906,24,R&D,Bachelors,21,4,5,1,0
2761,Employee_2761,HR,54988,62,Marketing,Bachelors,34,1,2,3,0
2762,Employee_2762,Engineer,67723,46,Finance,Bachelors,9,5,1,4,0
2763,Employee_2763,Engineer,73800,23,Marketing,Bachelors,14,5,5,2,0
2764,Employee_2764,Manager,79107,37,IT,PhD,1,5,5,5,0
2765,Employee_2765,HR,67430,29,R&D,Masters,21,3,1,5,0
2766,Employee_2766,Sales,72535,49,Marketing,Masters,34,3,5,3,0
2767,Employee_2767,Analyst,108476,21,HR,Bachelors,38,1,5,3,0
2768,Employee_2768,Manager,127329,38,IT,Bachelors,18,2,3,1,0
2769,Employee_2769,Engineer,117798,61,IT,Bachelors,11,3,1,4,0
2770,Employee_2770,Manager,92284,40,HR,Masters,33,2,3,1,1
